,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,Glass,2019,PG-13,18 Jan 2019,129 min,"Drama, Sci-Fi, Thriller",M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson, Anya Taylor-Joy","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","English, Spanish","USA, China",N/A,https://m.media-amazon.com/images/M/MV5BMTY1OTA2MjI5OV5BMl5BanBnXkFtZTgwNzkxMjU4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"166,273",tt6823368,movie,16 Apr 2019,N/A,Universal Pictures,N/A,True,
0,The Bravest,2019,PG-13,09 Aug 2019,118 min,"Action, Drama",Tony Chan,Chao Wang,"Jiang Du, Ge Gao, Jason Gu, Yong Hou",Chinese firefighters struggle to contain a huge fire after an oil pipeline explodes.,Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BNDRhMzZmYWEtNmFjNi00MTk3LWI2ZjItYzAyMTVlNzU5NDQ1XkEyXkFqcGdeQXVyNzc5MjQ2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,11,tt10218674,movie,N/A,N/A,N/A,N/A,True,
0,Annabelle Comes Home,2019,R,26 Jun 2019,106 min,"Horror, Mystery, Thriller",Gary Dauberman,"James Wan (story by), Gary Dauberman (screenplay by)","Vera Farmiga, Patrick Wilson, Mckenna Grace, Madison Iseman","While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmI4NDNiMmQtZTFkYi00ZDVmLThlYTAtMWJlMjU1M2I2ZmViXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.0,"37,499",tt8350360,movie,17 Sep 2019,N/A,New Line Cinema,N/A,True,
0,Better Days,1998–,N/A,N/A,N/A,N/A,N/A,N/A,"Ashleigh Norman, Todd Tucker",Two blue collar guys cope with the closing of their auto factory.,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '1.7/10'}]",N/A,1.7,41,tt0147749,series,,,,,True,N/A
0,Rocketman,2019,R,31 May 2019,121 min,"Biography, Drama, Music, Musical",Dexter Fletcher,Lee Hall,"Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,English,"UK, USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYTJmMzc0YTctYmQzOS00YWJjLTgzMmEtYjE1NzA1N2QyYzE3XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.4,"76,643",tt2066051,movie,N/A,N/A,Rocket Pictures,N/A,True,
0,The Lego Movie 2: The Second Part,2019,PG,08 Feb 2019,107 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical",Mike Mitchell,"Phil Lord (screenplay by), Christopher Miller (screenplay by), Phil Lord (story by), Christopher Miller (story by), Matthew Fogel (story by), Jerry Siegel (created by: Superman), Joe Shuster (created by: Superman), Bob Kane (created by: Batman), Bill Finger (created by: Batman), William Moulton Marston (created by: Wonder Woman)","Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",English,"Denmark, Norway, Australia, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.7,"40,089",tt3513498,movie,07 May 2019,N/A,Warner Bros. Pictures,N/A,True,
0,The White Storm 2: Drug Lords,2019,N/A,12 Jul 2019,99 min,Action,Herman Yau,"Eric Lee (screenplay), Erica Li (screenplay), Herman Yau","Andy Lau, Louis Koo, Kiu Wai Miu, Kar Yan Lam","A wealthy businessman tries to take down a drug kingpin that he used to work with, while a policeman tries to find justice without breaking the law.",Cantonese,"China, Hong Kong",N/A,https://m.media-amazon.com/images/M/MV5BYTAwNGQ3MjgtNmQzZS00OTczLTg0NzktN2RkMjEwMDQwNmEwXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.0,505,tt8239806,movie,N/A,N/A,Universe Films,N/A,True,
0,Downton Abbey,2010–2015,TV-PG,09 Jan 2011,58 min,"Drama, Romance",N/A,Julian Fellowes,"Hugh Bonneville, Laura Carmichael, Jim Carter, Brendan Coyle",A chronicle of the lives of the British aristocratic Crawley family and their servants in the early 20th Century.,English,UK,Won 3 Golden Globes. Another 54 wins & 217 nominations.,https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"148,371",tt1606375,series,,,,,True,6
0,The Addams Family,1991,PG-13,22 Nov 1991,99 min,"Comedy, Fantasy",Barry Sonnenfeld,"Charles Addams (characters), Caroline Thompson, Larry Wilson","Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya",Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,"English, Italian, French",USA,Nominated for 1 Oscar. Another 5 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BODc1NmY0MDUtNjUzNS00ODdhLWJlN2ItMTgwZjczZjI0MDkyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,"119,368",tt0101272,movie,22 Feb 2000,N/A,Paramount Pictures,N/A,True,
0,Abominable,2019,PG,27 Sep 2019,97 min,"Animation, Adventure, Comedy, Family, Fantasy","Jill Culton, Todd Wilderman(co-director)",Jill Culton,"Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo",Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want it for their own needs.,English,"China, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTYzY2U0NjctNDJkNS00MmE3LWFiZGQtZjllZTIzYTQ4ODJkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"6,339",tt6324278,movie,N/A,N/A,Universal Pictures,N/A,True,
0,Gemini Man,2019,PG-13,11 Oct 2019,117 min,"Action, Drama, Sci-Fi, Thriller",Ang Lee,"David Benioff (screenplay), Billy Ray (screenplay), Darren Lemke (screenplay), Darren Lemke (story), David Benioff (story)","Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",An over-the-hill hitman faces off against a younger clone of himself.,English,"USA, China",N/A,https://m.media-amazon.com/images/M/MV5BNjI5OTNkMzUtZDYzYy00NWQ5LTg4YzYtZmZjZDI0MGQzNGY2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.7,"17,842",tt1025100,movie,N/A,N/A,Paramount Pictures,N/A,True,
0,Escape Room,2019,PG-13,04 Jan 2019,99 min,"Action, Adventure, Horror, Mystery, Thriller",Adam Robitel,"Bragi F. Schut (screenplay by), Maria Melnik (screenplay by), Bragi F. Schut (story by)","Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,English,"USA, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.3,"58,913",tt5886046,movie,23 Apr 2019,N/A,Columbia Pictures,N/A,True,
0,The Climbers,2019,N/A,30 Sep 2019,125 min,"Action, Adventure, Drama, History, Romance, Thriller",Daniel Lee,"Alai, Ying Shang, Daniel Lee","Jing Wu, Ziyi Zhang, Boran Jing, Yi Zhang","May 1960. Mount Everest, the second step under the cliff. The four members of the China Everest Climbing Commando are attacking the most difficult and most difficult ""second step"". This is ...","Mandarin, Tibetan",China,N/A,https://m.media-amazon.com/images/M/MV5BOGQ5NGZmMTktMTY0YS00MjM2LThiZGQtYjUyYWZlNzA0OWQ5XkEyXkFqcGdeQXVyNDM1Nzc0MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,195,tt9635616,movie,N/A,N/A,N/A,N/A,True,
0,Yesterday,2019,PG-13,28 Jun 2019,116 min,"Comedy, Fantasy, Music, Musical, Romance",Danny Boyle,"Jack Barth (story by), Richard Curtis (screenplay), Richard Curtis (story by)","Himesh Patel, Lily James, Sophia Di Martino, Ellise Chappell",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.,"English, Italian, Japanese","UK, Russia, China",N/A,https://m.media-amazon.com/images/M/MV5BMjQ0NTI0NjkyN15BMl5BanBnXkFtZTgwNzY0MTE0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.9,"57,053",tt8079248,movie,10 Sep 2019,N/A,Universal Pictures,N/A,True,
0,Hustlers,2019,R,13 Sep 2019,110 min,"Comedy, Crime, Drama, Thriller",Lorene Scafaria,"Jessica Pressler (magazine article), Lorene Scafaria (screenplay)","Constance Wu, Jennifer Lopez, Julia Stiles, Mette Towley","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.","English, Spanish, Russian",USA,N/A,https://m.media-amazon.com/images/M/MV5BNjM5ZTNiNGMtMDA2OC00MDYyLWEyNzAtOWZmMzFlY2VmOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.6,"18,600",tt5503686,movie,26 Nov 2019,N/A,STXfilms,N/A,True,
0,The Angry Birds Movie 2,2019,PG,14 Aug 2019,97 min,"Animation, Adventure, Comedy, Family","Thurop Van Orman, John Rice(co-director)","Peter Ackerman (screenplay by), Eyal Podell (screenplay by), Jonathon E. Stewart (screenplay by)","Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader",The flightless birds and scheming green pigs take their feud to the next level.,English,"Finland, USA",N/A,https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"7,723",tt6095472,movie,29 Oct 2019,N/A,Columbia Pictures,N/A,True,
0,Ford v Ferrari,2019,PG-13,15 Nov 2019,152 min,"Action, Biography, Drama, Sport",James Mangold,"Jez Butterworth, John-Henry Butterworth, Jason Keller","Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe","American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary race car for Ford and challenge Ferrari at the 24 Hours of Le Mans in 1966.","English, Italian, French, Japanese","USA, France",N/A,https://m.media-amazon.com/images/M/MV5BYzcyZDNlNDktOWRhYy00ODQ5LTg1ODQtZmFmZTIyMjg2Yjk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.3,"19,585",tt1950186,movie,N/A,N/A,20th Century Fox,N/A,True,
0,Angel Has Fallen,2019,R,23 Aug 2019,121 min,"Action, Thriller",Ric Roman Waugh,"Robert Mark Kamen (screenplay by), Matt Cook (screenplay by), Ric Roman Waugh (screenplay by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by)","Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Williams",Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.6,"23,539",tt6189022,movie,12 Nov 2019,N/A,Lionsgate,N/A,True,
0,Ad Astra,2019,PG-13,20 Sep 2019,123 min,"Adventure, Drama, Mystery, Sci-Fi, Thriller",James Gray,"James Gray, Ethan Gross","Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.","English, Japanese, Russian","USA, China",N/A,https://m.media-amazon.com/images/M/MV5BZTllZTdlOGEtZTBmMi00MGQ5LWFjN2MtOGEyZTliNGY1MzFiXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.0,"66,685",tt2935510,movie,N/A,N/A,20th Century Fox,N/A,True,
0,The Upside,2017,PG-13,11 Jan 2019,126 min,"Comedy, Drama",Neil Burger,"Jon Hartmere (screenplay by), Éric Toledano (based on the motion picture ""Intouchables"" by), Olivier Nakache (based on the motion picture ""Intouchables"" by)","Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King",A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,"English, German, Italian",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNzY3NzYyNjI0N15BMl5BanBnXkFtZTgwNjYzMDc0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.8,"33,424",tt1987680,movie,N/A,N/A,N/A,N/A,True,
0,Looking Up,1977,PG,15 May 1977,94 min,"Drama, Comedy",Linda Yellen,Jonathan Platnick,"Marilyn Chris, Dick Shawn, Doris Belack, Harry Goz",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,32,tt0076326,movie,N/A,N/A,N/A,N/A,True,
0,The Curse of La Llorona,2019,R,19 Apr 2019,93 min,"Horror, Mystery, Thriller",Michael Chaves,"Mikki Daughtry, Tobias Iaconis","Linda Cardellini, Roman Christou, Jaynee-Lynne Kinchen, Raymond Cruz","Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BNjU4NjU4ZDktOTg2Ny00MWI2LThiMTAtMGFkZGE1MWI5MzhjXkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.4,"25,749",tt4913966,movie,16 Jul 2019,N/A,New Line Cinema,N/A,True,
0,Extreme Job,2019,Not Rated,21 Jun 2019,111 min,"Action, Comedy, Crime",Byeong-heon Lee,Se-Young Bae,"Myeong Gong, Lee Hanee, Jun-seok Heo, Jin-Hee Jang","A police undercover operation takes a delicious, unexpected turn.","Korean, Mandarin",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMzdhN2MwNzktYWRiMS00NDAyLTgzYzItMWJjN2Y1MWRiYTA1XkEyXkFqcGdeQXVyNDIzMTI4NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,7.1,"2,539",tt9541602,movie,N/A,N/A,CJ Entertainment America,N/A,True,
0,Wonder Park,2019,PG,15 Mar 2019,85 min,"Animation, Adventure, Comedy, Family, Fantasy",Dylan Brown,"Josh Appelbaum (screenplay by), André Nemec (screenplay by), Robert Gordon (story by), Josh Appelbaum (story by), André Nemec (story by)","Sofia Mali, Jennifer Garner, Ken Hudson Campbell, Kenan Thompson",Wonder Park tells the story of an amusement park where the imagination of a wildly creative girl named June comes alive.,English,"Spain, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjI5MTQ5NzE4Nl5BMl5BanBnXkFtZTgwNTk2MDA5NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"6,451",tt6428676,movie,18 Jun 2019,N/A,Paramount Animation,N/A,True,
0,Dora and the Lost City of Gold,2019,PG,09 Aug 2019,102 min,"Adventure, Family",James Bobin,"Chris Gifford (based on the series created by), Matthew Robinson (screenplay by), Nicholas Stoller (screenplay by), Nicholas Stoller (script), Valerie Walsh (based on the series created by), Eric Weiner (based on the series created by), Tom Wheeler (story by)","Benicio Del Toro, Madelyn Miranda, Dee Bradley Baker, Malachi Barton","Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.","English, Spanish","USA, Mexico, Australia",N/A,https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.0,"9,229",tt7547410,movie,05 Nov 2019,N/A,Paramount Pictures,N/A,True,
0,P Storm,2019,Not Rated,04 Apr 2019,96 min,"Action, Crime",David Lam,"Man-Lung Ho, Ho-Wah Wong","Louis Koo, Kevin Cheng, Raymond Lam, Ka Tung Lam","William Luk, goes undercover as a prisoner to investigate correctional officers who are receiving bribes.","Cantonese, Mandarin","Hong Kong, China",N/A,https://m.media-amazon.com/images/M/MV5BNjY5NWZiMWQtZTc1Zi00OGE0LTlmOWYtMDYwYmMzMDRkZjliXkEyXkFqcGdeQXVyOTUzODczNjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,419,tt10017680,movie,N/A,N/A,Mandarin Motion Pictures,N/A,True,
0,Zombieland: Double Tap,2019,R,18 Oct 2019,99 min,"Action, Comedy, Horror",Ruben Fleischer,"Dave Callaham (screenplay), Rhett Reese (screenplay), Paul Wernick (screenplay)","Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjcwNjZhNGYtOGNlNy00NGI3LTlmODMtMGZlMjA3YjA0Njg0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"21,645",tt1560220,movie,N/A,N/A,Columbia Pictures,N/A,True,
0,Parasite,2019,R,30 May 2019,132 min,"Comedy, Drama, Thriller",Bong Joon Ho,"Han Jin Won (screenplay), Bong Joon Ho (screenplay)","Kang-ho Song, Yeo-jeong Jo, So-dam Park, Woo-sik Choi","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BOWVmODY4MjYtZGViYS00MzJjLWI3NmItMGFmMDRkMzI1OTU3XkEyXkFqcGdeQXVyNTQ0NTUxOTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.5,"56,736",tt6751668,movie,N/A,N/A,NEON,N/A,True,
