,Unnamed: 0,Unnamed: 0.1,Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,index,level_0,totalSeasons,Worldwide,Domestic,% Domestic,Foreign,% Foreign
0,,,Hotel Transylvania 2,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",1 win & 10 nominations.,N/A,USA,12-Jan-16,Genndy Tartakovsky,"Animation, Comedy, Family, Fantasy, Horror",English,44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",25-Sep-15,TRUE,89 min,movie,N/A,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)",2015,tt2510894,6.7,"96,500",,,,,,,,
0,,,Eighth Grade,"Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan",1 nomination.,N/A,USA,25-Sep-18,Bo Burnham,"Comedy, Drama",English,89,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,https://m.media-amazon.com/images/M/MV5BMzVlYzgxYjAtYzhhZi00MDc1LTlkZDMtMTRhZWI0MTg5YTRjXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",3-Aug-18,TRUE,93 min,movie,N/A,Bo Burnham,2018,tt7014006,7.4,"48,913",,,,,,,,
0,,,The Possession of Hannah Grace,"Shay Mitchell, Grey Damon, Kirby Johnson, Nick Thune",N/A,N/A,USA,19-Feb-19,Diederik Van Rooijen,"Horror, Mystery, Thriller",English,37,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",https://m.media-amazon.com/images/M/MV5BMjA1MTIwODY4Nl5BMl5BanBnXkFtZTgwNzkxNDc2NjM@._V1_SX300.jpg,Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",30-Nov-18,TRUE,86 min,movie,N/A,Brian Sieve,2018,tt5734576,5.2,"14,252",,,,,,,,
0,,,Widows,"Viola Davis, Liam Neeson, Jon Bernthal, Manuel Garcia-Rulfo",N/A,N/A,"UK, USA",5-Feb-19,Steve McQueen,"Crime, Drama, Thriller","English, Spanish, Polish",84,"Set in contemporary Chicago, amid a time of turmoil, four women with nothing in common except a debt left behind by their dead husbands' criminal activities, take fate into their own hands, and conspire to forge a future on their own terms.",https://m.media-amazon.com/images/M/MV5BMjM3ODc5NDEyOF5BMl5BanBnXkFtZTgwMTI4MDcxNjM@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",16-Nov-18,TRUE,129 min,movie,N/A,"Gillian Flynn (screenplay by), Steve McQueen (screenplay by), Lynda La Plante (based on ""Widows"" by)",2018,tt4218572,6.9,"72,776",,,,,,,,
0,,,Maze Runner: The Scorch Trials,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",2 wins & 5 nominations.,N/A,USA,15-Dec-15,Wes Ball,"Action, Sci-Fi, Thriller",English,43,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",18-Sep-15,TRUE,131 min,movie,N/A,"T.S. Nowlin (screenplay by), James Dashner (based upon the novel ""The Scorch Trials"" by)",2015,tt4046784,6.3,"205,993",,,,,,,,
0,,,The Brand New Testament,"Pili Groyne, Benoît Poelvoorde, Catherine Deneuve, François Damiens",Nominated for 1 Golden Globe. Another 11 wins & 15 nominations.,"$89,182 ","Belgium, France, Luxembourg",7-Mar-17,Jaco Van Dormael,"Comedy, Fantasy","French, German",70,Did you know that God is alive and lives in Brussels with his daughter?,https://m.media-amazon.com/images/M/MV5BMjM3OTAzMzYzNV5BMl5BanBnXkFtZTgwNTQ4MzU0MDI@._V1_SX300.jpg,Music Box Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",1-Sep-15,TRUE,114 min,movie,N/A,"Thomas Gunzig (scenario), Jaco Van Dormael (scenario)",2015,tt3792960,7.1,"26,518",,,,,,,,
0,,,Ice Age: Collision Course,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine",2 wins.,"$64,060,187 ",USA,11-Oct-16,"Mike Thurmeier, Galen T. Chu(co-director)","Animation, Adventure, Comedy, Family, Fantasy, Romance, Sci-Fi",English,34,"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",https://m.media-amazon.com/images/M/MV5BMzFjYWM5NzgtMGIwMi00MmE3LWE3NTgtNmIwMmRkNmFmYzJkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",22-Jul-16,TRUE,94 min,movie,N/A,"Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",2016,tt3416828,5.7,"50,807",,,,,,,,
0,,,Overboard,"Goldie Hawn, Kurt Russell, Edward Herrmann, Katherine Helmond",3 nominations.,N/A,USA,19-Sep-00,Garry Marshall,"Comedy, Romance","English, French, Portuguese",53,"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.",https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,MGM,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",16-Dec-87,TRUE,106 min,movie,N/A,Leslie Dixon,1987,tt0093693,6.9,"48,588",,,,,,,,
0,,,10 Cloverfield Lane,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",13 wins & 45 nominations.,"$59,481,553 ",USA,14-Jun-16,Dan Trachtenberg,"Drama, Horror, Mystery, Sci-Fi, Thriller",English,76,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",https://m.media-amazon.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_SX300.jpg,Bad Robot Productions,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",11-Mar-16,TRUE,103 min,movie,N/A,"Josh Campbell (screenplay by), Matthew Stuecken (screenplay by), Damien Chazelle (screenplay by), Josh Campbell (story by), Matthew Stuecken (story by)",2016,tt1179933,7.2,"267,933",,,,,,,,
0,,,Dragon Ball Z: Resurrection 'F',"Masako Nozawa, Ryô Horikawa, Hiromi Tsuru, Masaharu Satô",3 wins & 5 nominations.,N/A,Japan,20-Oct-15,Tadayoshi Yamamuro,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Japanese,N/A,"One peaceful day on Earth, two remnants of Freeza's army named Sorube and Tagoma arrive searching for the Dragon Balls with the aim of reviving Freeza. They succeed, and Freeza subsequently seeks revenge on the Saiya-jin.",https://m.media-amazon.com/images/M/MV5BNzE2MDQ1Njg3MF5BMl5BanBnXkFtZTgwOTA0NDQzNjE@._V1_SX300.jpg,FUNimation Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",4-Aug-15,TRUE,93 min,movie,N/A,"Akira Toriyama (manga), Akira Toriyama (screenplay)",2015,tt3819668,7.3,"18,788",,,,,,,,
0,,,Neerja,"Sonam Kapoor, Shabana Azmi, Yogendra Tiku, Abrar Zahoor",23 wins & 9 nominations.,"$1,255,246 ",India,N/A,Ram Madhvani,"Biography, Drama, Thriller","Hindi, English",N/A,"Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",https://m.media-amazon.com/images/M/MV5BZDhjM2E0OWMtOTA0Yy00NTNhLWEwNTEtZjhkNjNmNTdiZDA2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Bling Unplugged,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",19-Feb-16,TRUE,122 min,movie,N/A,"Saiwyn Quadras (story and screenplay), Sanyuktha Chawla Shaikh (dialogue)",2016,tt5286444,7.7,"18,824",,,,,,,,
0,,,Tad the Lost Explorer and the Secret of King Midas,"Michelle Jenner, Adriana Ugarte, Óscar Barberán, Luis Posada",3 wins & 1 nomination.,N/A,"Spain, USA",N/A,"David Alonso, Enrique Gato(co-director)","Animation, Adventure, Comedy, Family, Fantasy","English, Spanish",N/A,"Tad Jones, the most awkward explorer, must rescue his beloved Sara from a millionaire who is looking for King Midas' necklace.",https://m.media-amazon.com/images/M/MV5BMzNjOTkzMTAtZDJmMi00Zjk3LWFjZDEtYzhlYjhkZGI5MjdiXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",25-Aug-17,TRUE,85 min,movie,N/A,"Jordi Gasull (story by), Javier López Barreira (story by), Jordi Gasull (screenplay by), Javier López Barreira (screenplay by), Neil Landau (screenplay by), Paco Sáez (development and creative senior)",2017,tt3896102,6.1,"2,281",,,,,,,,
0,,,The Man from U.N.C.L.E.,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",7 wins & 5 nominations.,"$38,140,180 ","USA, UK",17-Nov-15,Guy Ritchie,"Action, Adventure, Comedy","English, Russian, German, Italian",56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",https://m.media-amazon.com/images/M/MV5BOTZmMWFhYmQtZDE5YS00YzBlLWJlOGEtYzAwNGU1YzVlYjZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",14-Aug-15,TRUE,116 min,movie,N/A,"Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",2015,tt1638355,7.3,"246,321",,,,,,,,
0,,,Elle,"Isabelle Huppert, Laurent Lafitte, Anne Consigny, Charles Berling",Nominated for 1 Oscar. Another 64 wins & 79 nominations.,"$2,339,735 ","France, Germany, Belgium",14-Mar-17,Paul Verhoeven,"Crime, Drama, Thriller",French,89,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,https://m.media-amazon.com/images/M/MV5BMTU4MTUyMzI5Nl5BMl5BanBnXkFtZTgwMDQwODY2NzE@._V1_SX300.jpg,SBS Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",11-Nov-16,TRUE,130 min,movie,N/A,"Philippe Djian (novel), David Birke (screenplay), Harold Manning (french adaptation)",2016,tt3716530,7.1,"56,188",,,,,,,,
0,,,The Commuter,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",N/A,"$36,241,300 ","France, USA",17-Apr-18,Jaume Collet-Serra,"Action, Mystery, Thriller","English, Spanish",56,An Insurance Salesman/Ex-Cop is caught up in a criminal conspiracy during his daily commute home.,https://m.media-amazon.com/images/M/MV5BMTc0NDg1MjI4OV5BMl5BanBnXkFtZTgwMDIwMTEwNDI@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",12-Jan-18,TRUE,105 min,movie,N/A,"Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)",2018,tt1590193,6.3,"88,620",,,,,,,,
0,,,Logan Lucky,"Farrah Mackenzie, Channing Tatum, Jim O'Heir, Riley Keough",2 wins & 9 nominations.,"$27,696,504 ",USA,28-Nov-17,Steven Soderbergh,"Comedy, Crime, Drama",English,78,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,https://m.media-amazon.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_SX300.jpg,Fingerprint Releasing / Bleecker Street,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",18-Aug-17,TRUE,118 min,movie,N/A,Rebecca Blunt,2017,tt5439796,7,"110,601",,,,,,,,
0,,,102 Not Out,"Amitabh Bachchan, Rishi Kapoor, Vijay Raaz, Jimit Trivedi",N/A,N/A,India,N/A,Umesh Shukla,"Comedy, Drama",Hindi,N/A,"102 Not Out is a 2018 comedy-drama film, with legendary actor Amitabh Bachchan playing a 102-year-old wanting to break the oldest-man-alive record. Another Bollywood legend Rishi Kapoor plays his sad and grumpy 75-year-old son.",https://m.media-amazon.com/images/M/MV5BZDRlM2Q3NTAtY2I3My00ZTNmLWE0YzAtMTA1YjA4MzcyZTQzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,Treetop Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",4-May-18,TRUE,102 min,movie,N/A,Saumya Joshi,2018,tt6580564,7.5,"5,253",,,,,,,,
0,,,Ae Dil Hai Mushkil,"Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma, Fawad Khan",5 wins & 7 nominations.,"$4,237,741 ",India,N/A,Karan Johar,"Drama, Music, Musical, Romance",Hindi,40,"This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",https://m.media-amazon.com/images/M/MV5BZTM1OTI3ZjItOWE3ZS00OTE2LWE2YjAtZTVlM2Q0MGQ5ZThmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Dharma Productions,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",28-Oct-16,TRUE,158 min,movie,N/A,"Karan Johar (story and screenplay), Karan Johar (dialogue), Niranjan Iyengar (dialogue)",2016,tt4559006,5.8,"18,876",,,,,,,,
0,,,Creed II,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",N/A,N/A,USA,12-Feb-19,Steven Caple Jr.,"Drama, Sport","English, Russian, Sign Languages",66,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@._V1_SX300.jpg,MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",21-Nov-18,TRUE,130 min,movie,N/A,"Juel Taylor (screenplay by), Sylvester Stallone (screenplay by), Sascha Penn (story by), Cheo Hodari Coker (story by), Ryan Coogler (characters)",2018,tt6343314,7.2,"84,775",,,,,,,,
0,,,The Predator,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key",N/A,N/A,"Canada, USA",18-Dec-18,Shane Black,"Action, Adventure, Sci-Fi, Thriller","English, Spanish",48,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",https://m.media-amazon.com/images/M/MV5BMjM5MDk2NDIxMF5BMl5BanBnXkFtZTgwNjU5NDk3NTM@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",14-Sep-18,TRUE,107 min,movie,N/A,"Fred Dekker, Shane Black, Jim Thomas (based on characters created by), John Thomas (based on characters created by)",2018,tt3829266,5.4,"103,222",,,,,,,,
0,,,Manchester by the Sea,"Casey Affleck, Ben O'Brien, Kyle Chandler, Richard Donelly",Won 2 Oscars. Another 117 wins & 243 nominations.,"$47,695,120 ",USA,21-Feb-17,Kenneth Lonergan,Drama,English,96,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_SX300.jpg,Roadside Attractions ,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",16-Dec-16,TRUE,137 min,movie,N/A,Kenneth Lonergan,2016,tt4034228,7.8,"220,198",,,,,,,,
0,,,M.S. Dhoni: The Untold Story,"Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",2 wins & 3 nominations.,"$1,782,795 ",India,N/A,Neeraj Pandey,"Biography, Drama, Sport",Hindi,N/A,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,https://m.media-amazon.com/images/M/MV5BZjAzZjZiMmQtMDZmOC00NjVmLTkyNTItOGI2Mzg4NTBhZTA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Inspired Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",30-Sep-16,TRUE,184 min,movie,N/A,"Neeraj Pandey (story and dialogue), Neeraj Pandey (screenplay), Dilip Jha (screenplay), Mohinder Pratap Singh (writing associate), Shyam Maheshwari (writing associate)",2016,tt4169250,7.7,"29,272",,,,,,,,
0,,,Mia and the White Lion,"Daniah De Villiers, Mélanie Laurent, Langley Kirkwood, Ryan Mac Lennan",N/A,N/A,"France, Germany, South Africa",N/A,Gilles de Maistre,"Adventure, Drama, Family","English, French",52,A young girl from London moves to Africa with her parents where she befriends a lion cub.,https://m.media-amazon.com/images/M/MV5BNjFkYTdkYzAtN2MzZS00ZjlmLTkxZWQtODg3YmYxMTdjNjVkXkEyXkFqcGdeQXVyNzczNzUxNTI@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",12-Apr-19,TRUE,98 min,movie,N/A,"Prune de Maistre (screenplay), William Davies (screenplay), Prune de Maistre (original idea), Gilles de Maistre (original idea), Jean-Paul Husson (story)",2018,tt4844148,6.5,"2,478",,,,,,,,
0,,,Steve Jobs,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",Nominated for 2 Oscars. Another 28 wins & 109 nominations.,"$12,403,169 ","UK, USA",16-Feb-16,Danny Boyle,"Biography, Drama",English,82,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",23-Oct-15,TRUE,122 min,movie,N/A,"Aaron Sorkin (screenplay), Walter Isaacson (book)",2015,tt2080374,7.2,"142,146",,,,,,,,
0,,,The Wailing,"Do-won Kwak, Jung-min Hwang, Jun Kunimura, Woo-hee Chun",29 wins & 51 nominations.,"$785,405 ","South Korea, USA",4-Oct-16,Hong-jin Na,"Horror, Mystery, Thriller","Korean, Japanese",81,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",https://m.media-amazon.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",3-Jun-16,TRUE,156 min,movie,N/A,"Hong-jin Na (screenplay by), Hong-jin Na",2016,tt5215952,7.4,"38,669",,,,,,,,
0,,,Cold War II,"Aaron Kwok, Tony Ka Fai Leung, Yun-Fat Chow, Janice Man",1 win & 13 nominations.,"$553,754 ","Hong Kong, China",7-Mar-17,"Lok Man Leung, Kim-Ching Luk","Action, Crime, Drama","Cantonese, Mandarin, English",56,"Picking up some time after the events in the first movie, Sean Lau is now the Commissioner of Police after the successful rescue operation. However, things turn bad when his wife and ...",https://m.media-amazon.com/images/M/MV5BYjcwYWY1NmMtNmEzNC00MzMwLWE1MTItYmU3NzI0YzI1NDliXkEyXkFqcGdeQXVyMjExMDIwNzA@._V1_SX300.jpg,Edko Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",8-Jul-16,TRUE,110 min,movie,N/A,"Lok Man Leung, Kim-Ching Luk, Wai Lun Ng",2016,tt5112622,6.6,"2,297",,,,,,,,
0,,,The Transporter Refueled,"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright",N/A,N/A,"France, China, Belgium, Monaco",8-Dec-15,Camille Delamarre,"Action, Thriller","English, Russian, French",32,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",https://m.media-amazon.com/images/M/MV5BMjAyMDE2ODU3Ml5BMl5BanBnXkFtZTgwODU0MTA0NjE@._V1_SX300.jpg,Relativity Europacorp Distribution,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",4-Sep-15,TRUE,96 min,movie,N/A,"Adam Cooper, Bill Collage, Luc Besson, Luc Besson (characters), Robert Mark Kamen (characters)",2015,tt2938956,5.2,"36,779",,,,,,,,
